세그먼트ID,도로명,도로유형,중심위도,중심경도,난이도점수,난이도등급,사고율점수,도로형태점수,도로규모점수,교차로점수,교통량점수,설명
SEG_000824,삼성로107길,service,37.51054175,127.05244545,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000825,봉은사로74길,residential,37.51138635714285,127.0520494,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000826,선릉로92길,service,37.506546975,127.0516292,38.5,보통,0.0,70,80,50,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_000827,선릉로91길,service,37.50487695,127.0478075,66.5,어려움,100.0,70,80,70,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000828,테헤란로77길,service,37.5069342,127.05350515,50.3,보통,47.2,70,80,50,20,"서비스 도로, 좁은 도로, 복잡한 교차로"
SEG_000829,삼성로99길,residential,37.50894418,127.05407992,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_000830,봉은사로70길,service,37.51147046666667,127.0503128,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000831,봉은사로68길,residential,37.50889825,127.0531265,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000832,테헤란로77길,residential,37.50954086666667,127.0536878,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000833,선릉로94길,residential,37.50594375,127.0493581,62.2,어려움,100.0,65,70,50,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000834,삼성로107길,service,37.51077706666667,127.0530708,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000835,봉은사로68길,residential,37.50905975,127.05294325,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000836,삼성로107길,residential,37.51113763,127.05225976,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000837,봉은사로68길,service,37.511262,127.04919465,42.3,보통,45.3,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000838,삼성로107길,service,37.51157245,127.0523778,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000839,봉은사로74길,service,37.51174883333334,127.0513544333333,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000840,봉은사로74길,service,37.51198776666666,127.0520864,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000841,봉은사로72길,residential,37.51078574285714,127.0517086,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000842,봉은사로68길,service,37.5108748,127.0509007,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000843,삼성로103길,residential,37.51009005,127.053223325,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000844,봉은사로,service,37.51112223333333,127.0484329,42.3,보통,45.3,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000845,봉은사로86길,tertiary,37.51240601666667,127.0569229,27.5,쉬움,0.0,50,50,0,40,집산도로
SEG_000846,이름없음,service,37.5152415,127.0976656666667,35.5,보통,0.0,70,80,30,20,"서비스 도로, 좁은 도로"
SEG_000847,이름없음,service,37.51600556363636,127.0956957090909,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000848,이름없음,service,37.51405696666667,127.0972620166667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000849,이름없음,service,37.51319516666667,127.0958978,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000850,이름없음,service,37.51117404,127.09574292,34.0,보통,0.0,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_000851,이름없음,residential,37.4973626,127.059957,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000852,남부순환로391길,residential,37.493002325,127.0572295,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000853,삼성로57길,residential,37.49759150909091,127.0588434545454,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000854,삼성로57길,residential,37.4966231,127.05578165,41.8,보통,0.0,65,70,80,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000855,도곡로70길,residential,37.49667878,127.05680594,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000856,도곡로64길,residential,37.49560416,127.05532997,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_000857,이름없음,service,37.4926945,127.0581721,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000858,남부순환로397길,residential,37.493385575,127.05873485,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000859,삼성로76길,service,37.50421096,127.05966306,44.4,보통,41.6,70,80,20,20,"서비스 도로, 좁은 도로"
SEG_000860,삼성로82길,service,37.50523166666667,127.0590152666667,56.0,보통,100.0,70,80,0,20,"서비스 도로, 사고다발구간, 좁은 도로"
SEG_000861,테헤란로92길,service,37.50670433636364,127.0617219818182,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000862,테헤란로92길,service,37.5079812,127.0608284,63.3,어려움,75.1,70,80,90,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000863,테헤란로82길,service,37.50636673333333,127.0578959,71.0,어려움,100.0,70,80,100,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000864,삼성로75길,residential,37.50270747272727,127.0550836363636,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000865,테헤란로78길,residential,37.50542868571429,127.0555651142857,57.8,보통,100.0,65,70,20,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000866,테헤란로98길,residential,37.5081096,127.06221078,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000867,테헤란로88길,residential,37.50674531428571,127.0599322428571,65.2,어려움,100.0,65,70,70,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000868,테헤란로84길,residential,37.5064575375,127.0585883,65.2,어려움,100.0,65,70,70,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000869,삼성로100길,residential,37.5106596,127.05709785,36.5,보통,0.0,65,70,45,25,"주거지역 도로, 좁은 도로"
SEG_000870,테헤란로64길,residential,37.50403324285714,127.0513017428572,57.8,보통,100.0,65,70,20,25,"주거지역 도로, 사고다발구간, 좁은 도로"
SEG_000871,역삼로69길,residential,37.503175825,127.054006775,38.3,보통,34.3,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000872,삼성로81길,residential,37.50390061428571,127.054958,38.3,보통,34.3,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000873,삼성로100길,residential,37.50991751428571,127.0570337285714,38.0,보통,0.0,65,70,55,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000874,삼성로96길,residential,37.50894894285715,127.0572404142857,65.2,어려움,100.0,65,70,70,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000875,테헤란로81길,residential,37.50924051818182,127.0564177363636,63.8,어려움,100.0,65,70,60,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000876,테헤란로81길,residential,37.51061016,127.0557277,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로"
SEG_000877,테헤란로83길,residential,37.50875526666667,127.0574073111111,65.2,어려움,100.0,65,70,70,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000878,삼성로96길,service,37.50866284999999,127.05817675,65.0,어려움,100.0,70,80,60,20,"서비스 도로, 사고다발구간, 좁은 도로, 복잡한 교차로"
SEG_000879,삼성로104길,service,37.51108315,127.0561415666667,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000880,삼성로108길,residential,37.51209595,127.0554088166667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000881,동산로6길,residential,37.469670875,127.045564075,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000882,논현로1길,residential,37.47028476666667,127.0485214666667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000883,논현로1길,residential,37.47066995,127.04900975,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000884,논현로5길,residential,37.47144,127.04914565,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000885,논현로1길,residential,37.471576975,127.0498512,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000886,논현로5길,residential,37.47170875,127.04955145,41.0,보통,0.0,65,70,75,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000887,논현로5길,residential,37.47198685,127.04799145,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000888,논현로5길,residential,37.472216,127.04834305,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000889,논현로5길,residential,37.47246425,127.0487296,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000890,동산로12길,residential,37.47078025,127.0460756,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000891,동산로14길,residential,37.47055545,127.0478874,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000892,이름없음,trunk_link,37.53163245,127.0246743,44.5,보통,0.0,65,25,60,75,"고속도로 연결로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_000893,논현로190길,residential,37.53176629090909,127.0256505818182,40.2,보통,0.0,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000894,논현로189길,residential,37.52679670909091,127.0209642090909,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000895,논현로189길,residential,37.52994387,127.02363536,40.2,보통,0.0,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000896,이름없음,trunk_link,37.53161836,127.06513146,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000897,자양번영로1길,residential,37.5307515,127.0729910714286,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000898,능동로6길,residential,37.53426975,127.0688108,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000899,자양로5길,residential,37.53122665555556,127.0841311333333,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000900,자양로9길,residential,37.53305241,127.08275084,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000901,뚝섬로52길,residential,37.52958143636364,127.0784968272727,41.8,보통,0.0,65,70,80,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000902,뚝섬로52길,residential,37.53119803333333,127.0792839444444,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000903,자양번영로4길,residential,37.53120833636364,127.0772393818182,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000904,자양번영로4길,residential,37.5309119,127.07885375,40.2,보통,0.0,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000905,뚝섬로54길,residential,37.52963138,127.08007901,35.8,보통,0.0,65,70,40,25,"주거지역 도로, 좁은 도로"
SEG_000906,뚝섬로56길,residential,37.53022585454546,127.0826261272727,43.2,보통,0.0,65,70,90,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000907,뚝섬로56길,residential,37.52809854,127.08284806,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000908,자양강변길,residential,37.52843482727273,127.0858868636364,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000909,자양강변길,residential,37.52771714545455,127.0826099545454,34.2,보통,0.0,65,70,30,25,"주거지역 도로, 좁은 도로"
SEG_000910,자양강변길,residential,37.52850574545455,127.0779796727273,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000911,자양강변길,residential,37.53016598181818,127.0727041545454,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000912,자양강변길,residential,37.53141908333333,127.0681325833333,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000913,자양번영로2길,residential,37.53028094545454,127.0763369363636,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000914,자양번영로2길,residential,37.52991386666667,127.0782875,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000915,자양로13길,residential,37.53409140909091,127.0816872,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000916,자양로13길,residential,37.53227853333333,127.0798401,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_000917,이름없음,unclassified,37.52974868181818,127.0721675181818,29.2,쉬움,0.0,60,65,0,30,unclassified
SEG_000918,이름없음,unclassified,37.52805162727273,127.0774740727273,35.2,보통,0.0,60,65,40,30,unclassified
SEG_000919,이름없음,unclassified,37.52746088,127.0795516,29.2,쉬움,0.0,60,65,0,30,unclassified
SEG_000920,뚝섬로57길,residential,37.5332204625,127.0829037625,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000921,자양로7길,residential,37.53283118333334,127.08365565,37.2,보통,0.0,65,70,50,25,"주거지역 도로, 좁은 도로, 복잡한 교차로"
SEG_000922,자양나들목,residential,37.52948826666667,127.0745593666667,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000923,자양로,primary,37.53709218333334,127.0835608333333,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_000924,이름없음,trunk_link,37.52817759090909,127.0890099,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000925,이름없음,trunk_link,37.5286529,127.0891345666667,41.5,보통,0.0,65,25,40,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000926,송파대로,primary,37.5155474,127.0982495,34.5,보통,0.0,40,30,30,70,"주간선도로, 넓은 도로, 교통량 많음"
SEG_000927,송파대로,primary,37.51695766666666,127.0974595333333,34.5,보통,0.0,40,30,30,70,"주간선도로, 넓은 도로, 교통량 많음"
SEG_000928,동일로,primary,37.5334929,127.0590341666667,31.5,보통,0.0,40,30,10,70,"주간선도로, 넓은 도로, 교통량 많음"
SEG_000929,영동대교북단고가차도,primary,37.5362946,127.0607034666667,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음"
SEG_000930,송파대로,primary,37.5200532,127.0950589333333,33.0,보통,0.0,40,30,20,70,"주간선도로, 넓은 도로, 교통량 많음"
SEG_000931,이름없음,tertiary,37.54017380000001,127.0969655,27.5,쉬움,0.0,50,50,0,40,집산도로
SEG_000932,이름없음,secondary_link,37.537117825,127.093523225,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000933,이름없음,trunk_link,37.53629963333334,127.0984476666667,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000934,이름없음,residential,37.5363976,127.0962942333333,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000935,강변역로,secondary,37.53602595714285,127.0938764428571,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_000936,이름없음,service,37.53546272727272,127.0964481272727,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000937,이름없음,service,37.5362626,127.0962642,31.0,보통,0.0,70,80,0,20,"서비스 도로, 좁은 도로"
SEG_000938,이름없음,trunk_link,37.53432172,127.09555412,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000939,이름없음,trunk_link,37.5339477875,127.0960536375,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000940,강변역로,secondary,37.53700048,127.09321398,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_000941,이름없음,secondary_link,37.53671912,127.09363782,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000942,광나루로56길,residential,37.53636792,127.09485383,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000943,자양로3가길,residential,37.5289984125,127.0847546125,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로"
SEG_000944,강변북로,trunk_link,37.5337119,127.0948051833333,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000945,이름없음,secondary_link,37.536843575,127.0931032,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000946,이름없음,trunk_link,37.53722615,127.0989109,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000947,뚝섬로58길,residential,37.5301264,127.0844229,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로"
SEG_000948,이름없음,trunk_link,37.53552476666667,127.0971940333333,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음"
SEG_000949,이름없음,secondary_link,37.53809306666667,127.0999017,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000950,강변역로,secondary,37.53521373333334,127.0949716333333,28.8,쉬움,0.0,45,40,0,55,보조간선도로
SEG_000951,강변역로,secondary_link,37.53430021818182,127.0951183727273,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000952,강변역로,secondary_link,37.53452152,127.09536002,29.2,쉬움,0.0,50,45,0,50,secondary_link
SEG_000953,구의강변로1길,tertiary,37.5299661,127.0902258428572,27.5,쉬움,0.0,50,50,0,40,집산도로
