"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"2464","능동로57길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.831"
"2465","능동로59길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.831"
"2466","능동로5길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.831"
"2467","능동로6길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.831"
"2468","능동로7길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.831"
"2469","능동로8길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.831"
"2470","능동로9길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.831"
"2471","능선길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2472","능안말1길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2473","능안말2길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.837"
"2474","능안말3길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2475","능안말길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2476","다동길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2477","다산로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2478","다산로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2479","다산로11길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2480","다산로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.837"
"2481","다산로14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2482","다산로15길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2483","다산로16길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2484","다산로18길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2485","다산로19길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2486","다산로20길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2487","다산로21길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2488","다산로22길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2489","다산로24가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2490","다산로24길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.842"
"2491","다산로25길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2492","다산로27길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2493","다산로28가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2494","다산로28길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2495","다산로28나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2496","다산로29길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2497","다산로31길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2498","다산로32길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.847"
"2499","다산로33가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2500","다산로33길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.847"
"2501","다산로33나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.852"
"2502","다산로33다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.852"
"2503","다산로33라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.852"
"2504","다산로34길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.852"
"2505","다산로35길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.852"
"2506","다산로36가길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.852"
"2507","다산로36길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.852"
"2508","다산로36나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.852"
"2509","다산로36다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.852"
"2510","다산로38길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.852"
"2511","다산로39가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.856"
"2512","다산로39길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.856"
"2513","다산로40길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.856"
"2514","다산로42가길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.856"
"2515","다산로42길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.856"
"2516","다산로42나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.856"
"2517","다산로42다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.856"
"2518","다산로44길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.856"
"2519","다산로46길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.856"
"2520","다산로47길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.856"
"2521","다산로48길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2522","다산로4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2523","다산로5길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2524","다산로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2525","다산로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2526","답십리~전농선","일반도로","보조간선도로","대로3류","폭25-30m","2026-01-22 11:18:02.861"
"2527","답십리로","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2528","답십리로10길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2529","답십리로12길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2530","답십리로14길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.861"
"2531","답십리로15길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.866"
"2532","답십리로17길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.866"
"2533","답십리로19길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.866"
"2534","답십리로1길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.866"
"2535","답십리로21길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.866"
"2536","답십리로23길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.866"
"2537","답십리로23나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.866"
"2538","답십리로23다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.866"
"2539","답십리로26길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.866"
"2540","답십리로29길","일반도로","국지도로","중로2류","폭15-20m","2026-01-22 11:18:02.866"
"2541","답십리로30가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.871"
"2542","답십리로30길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.871"
"2543","답십리로32길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.871"
"2544","답십리로34길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.871"
"2545","답십리로35길","일반도로","국지도로","중로1류","폭20-25m","2026-01-22 11:18:02.871"
"2546","답십리로38길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.871"
"2547","답십리로40길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.871"
"2548","답십리로41길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.871"
"2549","답십리로45길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:02.871"
"2550","답십리로45나길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.871"
"2551","답십리로48가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2552","답십리로48길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2553","답십리로48나길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2554","답십리로48다길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2555","답십리로48라길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2556","답십리로50길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2557","답십리로51길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2558","답십리로52길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2559","답십리로53길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2560","답십리로56가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.876"
"2561","답십리로56길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.881"
"2562","답십리로57길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.881"
"2563","답십리로58길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.881"
"2564","답십리로59가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.881"
"2565","답십리로59길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.881"
"2566","답십리로60길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.881"
"2567","답십리로62길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.881"
"2568","답십리로63가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.881"
"2569","답십리로63길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.881"
"2570","답십리로64길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.881"
"2571","답십리로65길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.886"
"2572","답십리로66길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.886"
"2573","답십리로67길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.886"
"2574","답십리로68길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.886"
"2575","답십리로69가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.886"
"2576","답십리로69길","일반도로","국지도로","소로1류","폭10-12m","2026-01-22 11:18:02.886"
"2577","답십리로6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.886"
"2578","답십리로72길","일반도로","국지도로","소로2류","폭8-10m","2026-01-22 11:18:02.886"
"2579","답십리로74길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.886"
"2580","답십리로75길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.886"
"2581","답십리로76길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2582","답십리로77가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2583","답십리로77길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2584","답십리로78길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2585","답십리로80길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2586","답십리로81길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2587","답십리로82길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2588","답십리로83길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2589","답십리로84길","일반도로","국지도로","소로3류","폭6-8m","2026-01-22 11:18:02.89"
"2590","답십리로85길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.89"
"2591","답십리로86길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2592","답십리로87길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2593","답십리로88길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2594","답십리로8길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2595","당곡2가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2596","당곡2길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2597","당곡4길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2598","당곡6가길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
"2599","당곡6길","일반도로","국지도로","소로","6m미만","2026-01-22 11:18:02.895"
